,Player,Market Value (Euros),Predicted Market Value (Euros),Age,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
258,Nicolas Pallois,"9,499,999","7,274,970",32,58.5,79.0,63.8,65.3,60.1,54.1,12.4
259,Joachim Andersen,"11,000,000","7,268,317",24,58.0,77.0,64.0,64.7,64.9,49.2,11.6
260,Łukasz Fabiański,"7,999,999","7,204,560",35,18.0,13.0,44.0,22.0,50.4,20.8,79.0
261,Marius Wolf,"10,000,000","7,196,477",25,77.0,67.0,72.8,70.3,73.6,67.1,11.6
262,Dominik Kohr,"7,499,999","7,194,402",26,72.0,75.7,70.2,60.3,75.1,56.6,8.6
263,François Kamano,"8,500,000","7,099,381",24,76.5,34.0,62.2,65.0,72.9,67.9,11.8
264,Maurício,"6,500,000","7,073,040",31,77.0,74.7,73.2,74.0,73.7,72.1,10.8
265,Abdülkadir Ömür,"8,500,000","7,051,813",21,77.5,37.3,61.8,67.7,70.0,64.6,11.4
266,Sébastien Corchia,"4,800,000","7,045,825",29,74.5,75.3,70.7,74.3,68.6,69.6,9.2
267,Naïm Sliti,"6,000,000","7,027,435",28,77.0,31.0,63.7,69.3,74.3,66.6,12.2
268,Marvin Plattenhardt,"6,000,000","6,997,265",28,74.5,75.3,68.5,77.0,70.9,66.0,13.0
269,Elildo Petri,"7,999,999","6,976,832",24,78.0,24.0,62.7,76.7,65.4,66.2,9.4
270,Ádám Nagy,"7,499,999","6,961,544",25,75.5,70.7,70.0,75.0,67.9,60.0,9.4
271,Almamy Touré,"7,999,999","6,957,332",24,76.5,74.3,67.5,70.7,71.4,51.2,10.4
272,Alfred Gomis,"6,999,999","6,946,680",27,19.5,14.0,40.0,28.0,52.7,19.1,74.8
273,Adrien Trebel,"6,500,000","6,931,493",29,74.0,70.3,75.7,74.3,75.9,64.9,12.2
274,Francisco Pizzini,"4,800,000","6,906,759",26,77.0,32.7,60.3,69.7,75.0,62.9,9.6
275,Lucas Evangelista,"8,500,000","6,906,024",25,77.5,66.0,70.8,72.7,64.6,64.1,11.8
276,Fabio Quagliarella,"6,500,000","6,899,871",37,81.5,23.7,66.2,72.7,69.3,81.5,5.2
277,Jairinhazo,"3,299,999","6,868,372",20,76.5,38.0,59.8,71.0,69.0,58.9,10.0
278,Gérson Damesio,"6,000,000","6,839,113",28,62.0,77.0,57.7,54.3,60.1,38.1,11.0
279,Felix Uduokhai,"9,499,999","6,832,099",23,59.0,75.3,62.5,55.0,66.7,41.0,9.8
280,Ozan Kabak,"12,000,000","6,829,358",20,68.5,75.7,64.5,54.7,71.3,40.4,8.8
281,Bruno Xadas,"4,800,000","6,828,082",22,76.5,42.0,63.7,70.7,67.4,69.2,11.6
282,Sekou Koita,"4,199,999","6,826,501",20,74.0,26.3,58.2,56.7,79.1,64.8,9.0
283,Edercinho Sepa,"5,499,999","6,795,628",20,67.0,75.0,69.3,65.0,71.4,70.2,9.4
284,Rodrigo,"5,499,999","6,767,304",27,74.5,70.3,70.8,75.3,77.1,63.6,11.2
285,Adama Soumaoro,"9,499,999","6,726,566",28,54.0,76.0,60.3,62.0,67.6,42.6,10.8
286,Iborra,"7,999,999","6,702,492",32,74.5,75.0,76.3,72.0,53.7,70.5,10.8
287,Vincente Dourado,"13,999,999","6,698,935",24,60.0,76.3,65.5,69.3,64.9,36.1,9.8
288,Simão Acunha,"7,999,999","6,686,145",32,77.0,28.0,64.8,75.3,73.7,68.9,10.8
289,Emmanuel Boateng,"12,499,999","6,590,684",24,72.5,34.7,63.3,56.3,85.9,66.9,13.4
290,Phil Jones,"7,999,999","6,588,926",28,56.0,76.7,66.7,65.3,61.3,51.2,10.2
291,Vincent Janssen,"10,000,000","6,494,452",26,71.0,28.0,65.8,55.7,71.4,67.5,12.4
292,Carlos Fernández,"9,499,999","6,480,702",24,77.5,21.3,60.8,54.0,67.1,64.4,10.8
293,Sven Ulreich,"8,500,000","6,475,052",32,17.5,16.0,35.5,31.0,44.0,18.0,76.4
294,Roberto Rosales,"6,000,000","6,473,449",31,73.5,76.7,72.5,72.3,70.7,61.5,11.6
295,Nahuel Bustos,"6,500,000","6,473,278",22,74.0,31.0,61.2,65.7,75.0,67.8,12.2
296,Martin Valjent,"6,999,999","6,429,249",24,63.5,75.7,60.7,54.3,73.4,43.1,11.0
297,Berat Djimsiti,"6,999,999","6,415,388",27,51.0,75.3,68.0,63.0,50.9,42.1,9.8
298,Javier Hernández,"9,499,999","6,395,439",32,74.5,25.0,66.5,61.7,71.0,70.9,11.6
299,Allan Bardinho,"6,999,999","6,393,435",28,77.0,29.3,61.5,74.7,65.6,60.6,12.0
300,Marwin Hitz,"6,500,000","6,378,891",32,15.0,14.0,30.8,24.7,48.9,23.0,75.6
301,Jeremiah St. Juste,"6,999,999","6,376,219",23,72.0,73.0,68.0,69.0,78.9,52.1,11.8
302,Manu García,"5,000,000","6,371,119",34,72.0,77.0,78.3,74.0,62.6,64.1,9.8
303,Artur Ioniță,"6,500,000","6,329,143",30,71.5,74.0,74.3,72.7,70.6,68.4,10.6
304,Patrik Hrošovský,"6,999,999","6,297,931",28,75.0,69.7,71.8,75.3,73.4,66.8,10.8
305,Facundo Quignon,"6,500,000","6,246,402",27,78.0,69.7,69.0,73.0,73.9,60.8,10.6
306,Oliver Norwood,"8,999,999","6,236,581",29,69.0,72.7,70.8,81.3,64.7,70.6,11.6
307,Lucas Romero,"7,999,999","6,179,525",26,71.5,73.7,71.2,71.3,74.4,60.5,12.2
308,Lisandro López,"5,499,999","6,143,922",37,79.0,42.3,72.0,71.0,72.4,78.5,9.6
309,Marçal,"6,000,000","6,143,434",31,72.0,76.0,71.7,73.0,73.7,56.8,11.0
310,Iván Alejo,"6,999,999","6,134,313",25,76.5,43.0,58.5,74.3,67.6,63.0,11.8
311,Guilherme,"5,499,999","6,129,049",34,18.5,16.0,43.8,28.3,46.9,18.8,77.0
312,Johnny Russell,"5,499,999","6,123,742",30,75.0,42.3,69.3,69.7,77.7,68.6,11.0
313,Garry Rodrigues,"7,999,999","6,109,021",29,75.0,42.0,66.2,70.7,78.9,67.6,10.6
314,Fidel Martínez,"6,500,000","6,103,952",30,75.5,25.0,63.2,64.7,76.4,69.0,11.2
315,Baptiste Reynet,"5,499,999","6,094,961",29,16.0,11.7,39.3,26.7,45.9,20.5,75.2
316,Benson Manuel,"3,299,999","6,085,868",23,75.0,32.7,57.5,69.0,76.6,60.6,13.4
317,Jorrit Hendrix,"7,999,999","6,039,979",25,71.5,72.0,72.3,70.7,72.7,57.2,10.6
318,Daniele Verde,"4,199,999","6,036,186",24,77.5,37.7,58.5,64.7,69.7,70.1,10.8
319,Eric Maxim Choupo-Moting,"6,500,000","6,031,152",31,78.0,29.0,64.3,67.3,72.3,67.9,9.8
320,Fayçal Fajr,"7,999,999","6,021,856",32,78.5,68.7,70.0,79.3,63.3,71.0,12.4
321,Konstantinos Mavropanos,"4,900,000","6,018,097",22,45.0,74.0,55.7,46.3,59.4,38.9,10.2
322,Aleksandar Dragović,"7,499,999","6,015,125",29,64.0,75.7,71.5,59.3,69.1,54.2,9.8
323,Ryan Bennett,"3,399,999","5,976,104",30,36.0,74.0,54.0,52.3,49.6,31.1,10.8
324,Welthon,"1,900,000","5,962,231",28,70.0,20.7,61.8,59.7,71.0,72.5,13.2
325,Marcelo Díaz,"9,499,999","5,955,230",33,75.0,73.3,75.8,80.3,72.7,71.0,2.0
326,Kerim Frei,"3,699,999","5,948,965",26,76.0,30.3,61.2,69.0,73.7,63.9,9.6
327,Christoph Zimmermann,"4,299,999","5,947,690",27,45.0,74.0,56.2,45.0,58.9,37.1,11.0
328,William Saliba,"11,000,000","5,944,635",19,68.0,74.3,64.3,61.7,68.4,43.1,8.4
329,Christian Luyindama,"10,000,000","5,895,389",26,52.0,74.7,62.5,52.3,68.1,40.8,9.2
330,Luis Miguel Rodríguez,"4,099,999","5,880,592",35,78.5,24.0,68.2,71.7,70.1,75.0,10.2
331,Jessé Ledeiro,"3,299,999","5,867,641",20,72.0,31.7,67.2,73.3,68.7,64.2,9.0
332,Carlos Bacca,"8,500,000","5,838,201",34,75.5,23.3,65.8,61.0,69.3,71.9,9.0
333,Arnaud Lusamba,"5,499,999","5,813,610",23,77.0,65.3,68.3,71.7,73.3,60.2,9.8
334,Christian Kouamé,"11,000,000","5,812,166",22,76.0,36.0,62.0,59.7,77.3,63.2,11.0
335,Zouhair Feddal,"8,500,000","5,794,981",30,62.5,76.7,67.3,70.3,58.3,51.6,11.4
336,Jakub Jankto,"7,999,999","5,781,317",24,75.0,66.7,70.7,72.3,70.6,64.5,12.2
337,Vesga,"6,999,999","5,778,370",27,70.0,74.3,70.0,69.3,58.6,56.1,11.6
338,Alejandro Silva,"6,500,000","5,760,753",31,77.0,67.3,72.0,72.3,81.9,65.0,13.0
339,Pascoal Muscato,"6,000,000","5,758,708",28,71.0,74.0,71.2,68.3,65.7,67.2,10.2
340,Juan Kaprof,"5,499,999","5,740,061",25,76.0,30.3,58.7,62.3,79.9,64.2,10.8
341,Mohamed Elneny,"7,999,999","5,716,518",28,71.5,73.3,71.2,73.7,66.7,61.1,11.0
342,Younes Namli,"6,999,999","5,701,695",26,78.5,42.0,63.8,69.3,68.7,61.1,12.0
343,Ivo Rodrigues,"3,899,999","5,630,958",25,76.0,38.7,61.2,65.3,75.6,66.9,11.0
344,Kristoffer Peterson,"3,000,000","5,596,415",25,75.0,28.7,58.0,63.7,73.0,70.0,11.4
345,Danny Drinkwater,"6,500,000","5,590,501",30,72.5,70.7,74.2,74.0,62.4,66.5,9.4
346,Joe Ralls,"4,400,000","5,557,937",26,71.5,70.7,72.0,71.7,65.7,66.2,12.0
347,Marcos Rojo,"8,500,000","5,557,618",30,65.5,76.3,70.2,72.0,68.6,62.4,10.4
348,Mason Greenwood,"11,000,000","5,552,058",18,72.5,35.7,62.8,66.7,71.1,68.6,6.8
349,Alberto Paloschi,"5,499,999","5,529,805",30,71.5,21.0,66.3,54.0,73.1,66.6,11.6
350,Joel Kayamba,"6,000,000","5,519,249",28,77.0,24.7,57.7,69.7,75.9,62.8,9.8
351,Bořek Dočkal,"7,499,999","5,516,405",31,76.5,45.3,68.3,78.0,62.9,72.8,10.4
352,Lucas Biglia,"6,000,000","5,508,283",34,78.0,76.0,73.7,78.7,64.6,69.1,10.4
353,Manolo Gabbiadini,"7,999,999","5,502,992",28,78.0,21.7,61.8,68.7,66.1,75.4,8.8
354,Marko Marin,"7,499,999","5,501,249",31,81.0,28.0,58.3,71.7,69.1,66.0,12.6
355,Eljif Elmas,"6,999,999","5,501,238",20,76.5,60.7,67.0,71.3,66.7,63.1,9.6
356,Mehdi Taremi,"7,499,999","5,487,808",28,82.5,29.7,58.2,64.3,67.9,68.8,10.4
357,Óscar Plano,"6,500,000","5,479,684",29,75.0,49.3,70.2,72.7,74.1,68.4,11.8
358,Tim Leibold,"6,000,000","5,473,989",26,71.5,72.3,70.0,69.0,80.4,59.2,11.8
359,Cody Gakpo,"6,500,000","5,463,811",21,75.5,33.0,54.7,68.3,73.1,65.1,9.4
360,Danny Latza,"6,500,000","5,450,058",30,74.0,71.0,73.5,74.0,72.4,61.2,11.8
361,Alberto Grassi,"6,999,999","5,441,044",25,76.0,65.3,70.0,72.3,64.6,63.1,9.8
362,Kaimo Lima,"6,500,000","5,435,418",24,69.0,73.3,68.0,73.7,69.6,65.9,9.4
363,Luka Ivanušec,"5,000,000","5,399,701",21,74.5,55.7,67.5,70.3,75.6,66.1,10.8
364,Joel Obi,"3,099,999","5,396,756",29,72.5,72.3,73.5,69.0,77.4,63.2,12.4
365,Marco Richter,"8,500,000","5,384,967",22,77.5,24.0,57.3,62.3,73.7,60.9,9.4
366,Juan Foyth,"10,000,000","5,369,527",22,73.0,74.3,63.5,69.7,70.4,51.2,10.6
367,Dmitriy Barinov,"8,500,000","5,337,133",23,66.5,73.7,70.0,63.0,67.7,55.2,10.2
368,Valentín Vada,"6,999,999","5,333,481",24,73.5,66.3,70.5,73.7,67.6,64.6,11.6
369,João Schmidt,"6,500,000","5,332,269",27,74.0,69.7,69.7,73.0,64.9,71.9,10.6
370,Danilo Moreno Asprilla,"3,800,000","5,326,832",31,78.0,29.3,61.0,66.0,74.7,67.4,10.8
371,Cristian Roldan,"6,999,999","5,319,990",25,72.5,70.7,70.2,71.0,78.1,61.2,11.8
372,Porphirinho,"2,900,000","5,297,356",20,69.5,73.3,64.8,72.0,71.7,59.9,9.6
373,Ianis Hagi,"6,000,000","5,294,752",21,74.0,34.0,60.5,68.7,71.3,65.5,11.8
374,Jairo,"4,800,000","5,259,584",27,76.0,28.0,60.0,67.7,74.6,64.1,11.8
375,Fran Mérida,"5,499,999","5,247,447",30,73.0,70.7,71.7,76.7,64.7,69.9,9.2
376,Alexis De Sart,"6,999,999","5,243,626",23,72.0,69.3,70.5,72.7,70.1,66.8,12.6
377,Joe Worrall,"5,499,999","5,239,302",23,44.0,72.7,55.3,51.7,62.1,33.8,10.0
378,Stuart Armstrong,"6,999,999","5,223,941",28,74.5,63.7,71.2,74.0,73.1,71.5,11.8
379,Damien Le Tallec,"6,500,000","5,220,926",30,72.0,75.3,71.0,70.3,70.3,61.0,9.6
380,Dalbert,"6,500,000","5,216,808",27,75.0,71.3,67.7,72.0,76.1,56.4,8.6
381,Jonathan Schmid,"5,499,999","5,195,158",30,76.0,67.7,72.2,73.3,76.1,68.9,9.4
382,Yunis Abdelhamid,"6,500,000","5,176,279",32,69.5,77.3,64.0,58.0,56.4,40.2,12.0
383,Mehdi Abeid,"6,000,000","5,136,032",28,76.0,68.7,71.7,70.0,66.6,64.0,12.2
384,Carlos de Pena,"4,199,999","5,132,250",28,72.5,26.3,56.0,73.7,66.9,51.8,11.2
385,Luisinho Conradi,"2,099,999","5,110,801",20,75.5,72.3,64.2,68.7,71.9,57.5,10.2
386,Jalil Elías,"4,199,999","5,095,605",24,70.0,71.0,71.5,70.0,69.6,53.2,10.0
387,Patrick Roberts,"6,000,000","5,093,905",23,77.5,24.7,57.3,68.0,66.9,59.0,9.2
388,Matheus Pereira,"3,499,999","5,092,120",22,78.0,34.3,60.2,64.7,66.6,61.4,9.6
389,Osvaldo Lodeiro,"5,000,000","5,088,789",20,53.5,76.0,61.2,57.7,61.4,53.9,9.6
390,Alexandru Mitriță,"8,500,000","5,074,328",25,76.0,26.7,60.0,65.0,72.0,63.5,8.8
391,Majid Hosseini,"2,800,000","5,074,056",24,48.0,73.3,53.3,49.3,65.4,37.8,11.2
392,Leandro Chichizola,"5,499,999","5,071,540",30,16.0,12.7,35.5,12.7,52.6,21.2,74.4
393,Juli Freitinho,"6,999,999","5,062,941",20,57.0,77.0,65.5,56.7,52.6,51.5,13.0
394,Riley McGree,"4,299,999","5,042,713",21,73.5,61.7,71.3,67.3,77.1,63.4,9.4
395,Mauro Júnior,"7,999,999","5,016,253",21,78.5,43.7,58.5,65.0,68.9,66.1,9.6
396,Éder,"6,000,000","5,008,066",32,68.5,32.7,71.7,54.7,71.0,67.4,11.2
397,Alan Patrick,"5,499,999","4,981,668",29,78.0,50.0,63.7,73.0,70.3,68.6,9.2
398,Aleix Febas,"7,999,999","4,970,986",24,74.0,63.0,70.5,73.0,71.6,59.9,7.6
399,Albert Sambi Lokonga,"5,000,000","4,963,557",20,76.5,66.3,66.5,71.0,71.3,49.4,9.8
400,Jordy Clasie,"6,500,000","4,946,545",29,74.5,64.3,72.8,75.0,70.1,64.8,10.6
401,Tolgay Arslan,"5,000,000","4,945,794",30,76.0,69.7,71.8,73.7,69.6,69.9,7.8
402,Emre Mor,"4,400,000","4,941,299",23,79.0,26.7,59.7,60.3,71.7,57.5,9.8
403,Dimitrios Pelkas,"6,999,999","4,906,948",26,75.5,34.3,58.0,72.3,69.3,67.9,12.6
404,Claudio Bravo,"4,299,999","4,903,800",23,73.5,72.7,66.8,65.3,72.0,48.5,11.6
405,Adrien Regattin,"3,299,999","4,896,783",29,73.5,44.7,69.2,72.0,74.3,68.5,10.8
406,Hugo Rubiães,"3,000,000","4,895,186",24,69.0,76.0,64.8,61.7,67.7,61.4,11.6
407,Mergim Berisha,"3,499,999","4,888,225",22,71.0,25.0,60.8,59.0,69.7,66.8,7.6
408,Etrit Berisha,"5,000,000","4,877,998",31,14.5,13.7,39.7,18.7,39.9,18.5,74.4
409,Nikola Milenković,"10,000,000","4,862,989",22,64.0,75.0,62.2,68.0,63.3,43.4,9.8
410,Nemanja Radonjić,"7,499,999","4,849,990",24,74.5,28.0,59.2,71.0,70.6,65.0,9.8
411,Kevin Möhwald,"6,999,999","4,848,915",27,75.0,59.0,67.8,77.0,63.6,68.9,11.6
412,Joelinton,"10,500,000","4,843,830",24,73.0,38.3,67.0,57.7,75.4,63.5,11.2
413,Portillo,"6,500,000","4,835,050",30,76.0,53.7,68.2,75.7,69.9,66.6,12.8
414,Caio Milaçar,"6,000,000","4,813,880",24,75.0,26.3,63.5,64.7,64.9,64.5,11.4
415,Jorge Meré,"7,499,999","4,813,745",23,63.5,74.3,58.3,55.7,71.1,40.2,10.8
416,Rani Khedira,"7,499,999","4,792,896",26,62.5,74.3,66.7,61.7,63.9,46.4,10.6
417,Lúcio Corteijo,"4,800,000","4,776,460",32,63.5,76.3,65.8,70.0,73.3,48.4,10.8
418,Silas Almeim,"6,000,000","4,773,292",28,66.5,74.3,67.7,74.7,73.3,58.6,12.8
419,Jimmy Durmaz,"5,499,999","4,752,559",31,77.0,33.7,65.2,73.3,65.3,66.2,11.6
420,Wilson Manafá,"6,500,000","4,744,763",26,74.5,70.0,71.3,66.3,76.6,57.9,8.0
421,Ömer Ali Şahiner,"6,000,000","4,686,633",28,76.0,64.7,70.2,70.7,76.3,67.0,11.4
422,Miralem Sulejmani,"8,500,000","4,672,207",31,79.5,29.7,57.8,74.0,70.4,72.2,13.0
423,Vincent Pajot,"3,999,999","4,663,721",30,71.5,72.3,72.8,70.7,66.7,58.9,12.6
424,Sebastián Villa,"8,999,999","4,650,285",24,76.0,32.0,60.5,64.0,78.4,56.1,9.2
425,Alexis Claude-Maurice,"7,499,999","4,640,227",22,77.0,42.0,57.3,63.7,76.3,60.6,13.6
426,Leonardo Godoy,"3,699,999","4,614,594",25,73.0,69.0,72.0,68.0,74.4,50.6,9.2
427,Yordy Reyna,"2,900,000","4,607,596",26,74.0,30.3,60.3,58.3,76.9,64.9,10.8
428,Makoto Hasebe,"3,099,999","4,586,904",36,72.0,80.0,75.8,76.3,66.4,58.8,11.2
429,Miloš Veljković,"6,500,000","4,571,861",24,59.5,73.7,61.5,61.3,66.4,37.1,11.8
430,Anders Christiansen,"6,500,000","4,563,915",30,75.0,64.7,73.7,70.7,77.7,67.9,9.0
431,Sequeira,"7,499,999","4,563,908",30,73.0,74.7,65.8,74.3,71.1,64.1,10.4
432,Rachid Ghezzal,"6,000,000","4,552,623",28,78.5,24.0,59.7,73.3,67.4,67.9,11.0
433,Lago Júnior,"6,500,000","4,549,922",29,77.0,27.3,56.3,64.0,80.9,62.2,10.6
434,Allan Campbell,"1,699,999","4,547,895",22,66.5,72.7,69.0,61.0,73.0,52.9,11.4
435,Samir,"3,599,999","4,547,623",25,60.0,74.0,59.8,61.0,59.0,38.6,12.2
436,Takefusa Kubo,"6,500,000","4,546,110",19,82.0,43.7,54.8,60.0,74.0,60.2,9.6
437,Ladislav Krejčí,"4,299,999","4,545,957",28,75.0,59.7,69.7,74.0,71.4,67.2,11.6
438,Serhiy Sydorchuk,"6,000,000","4,540,518",29,71.0,71.3,72.5,66.0,64.0,51.1,12.6
439,Papakouli Diop,"5,000,000","4,518,181",34,69.5,77.3,73.3,68.0,65.7,69.0,10.8
440,Tino Kadewere,"7,999,999","4,514,999",24,73.5,36.0,61.3,61.0,76.1,65.8,11.6
441,Constantin Budescu,"6,500,000","4,483,476",31,77.5,51.7,66.8,71.0,64.6,74.1,13.2
442,Itumeleng Khune,"3,399,999","4,481,298",33,30.5,16.0,43.7,32.0,50.1,29.9,76.0
443,Mick van Buren,"3,399,999","4,467,376",28,73.5,26.0,62.7,59.0,75.0,64.8,11.4
444,Kaíqundo Calado,"6,000,000","4,465,137",24,71.0,72.0,68.3,65.7,73.0,50.5,11.0
445,Cristian Arango,"1,199,999","4,449,822",25,70.5,27.0,56.7,46.0,68.4,66.2,9.6
446,Casimir Ninga,"4,699,999","4,448,488",27,70.5,23.0,60.7,65.3,78.6,68.0,10.0
447,Pablo Daniel Osvaldo,"1,999,999","4,446,349",34,73.0,24.0,63.3,57.7,61.7,72.4,6.4
448,Ezequiel Bonifacio,"3,899,999","4,436,867",26,73.0,69.3,71.7,67.3,77.4,55.0,9.8
449,Alfred N'Diaye,"5,499,999","4,412,239",30,71.5,71.7,72.5,72.3,71.1,55.4,11.2
450,Anthony Modeste,"6,999,999","4,409,608",32,70.0,30.7,65.5,61.3,73.4,72.2,9.2
451,Jerdy Schouten,"5,000,000","4,406,546",23,74.5,68.7,68.8,67.3,69.0,53.8,8.6
452,Marcelo Goiano,"6,500,000","4,404,073",32,76.0,74.7,71.5,69.7,75.0,52.5,11.2
453,Juan Pérez,"3,999,999","4,402,810",29,75.0,36.7,62.0,66.0,76.6,66.6,11.0
454,Kaku,"8,999,999","4,398,999",25,76.5,58.7,63.5,71.7,74.9,61.0,10.2
455,Janik Haberer,"7,999,999","4,384,113",26,76.5,59.3,69.7,69.0,67.0,61.8,13.6
456,Christopher Jullien,"8,500,000","4,377,340",27,61.0,74.0,67.3,62.3,70.9,47.4,10.6
457,Nana Ampomah,"4,199,999","4,372,777",24,75.5,24.3,59.5,63.0,78.7,54.8,9.8
458,Junior Hoilett,"3,000,000","4,366,150",30,73.0,28.3,64.3,65.7,75.4,67.2,10.0
459,Yoshimar Yotún,"5,499,999","4,365,151",30,72.5,66.0,72.2,76.3,74.0,63.4,9.8
460,Federico Mattiello,"3,099,999","4,363,798",25,73.5,70.7,66.2,71.3,69.1,67.0,6.8
461,Aleksandar Boljević,"4,099,999","4,355,387",24,72.0,26.7,59.0,70.3,74.3,58.6,10.2
462,Ahmad Benali,"3,200,000","4,342,041",28,77.0,45.0,65.8,68.7,76.1,59.5,8.6
463,Felipe Avenatti,"3,699,999","4,320,181",27,72.5,37.0,67.0,64.3,58.6,68.1,7.8
464,Nicolas López,"6,999,999","4,316,340",26,77.5,20.7,57.3,66.0,70.9,68.4,8.8
465,Lucas Rodríguez,"5,499,999","4,315,983",23,80.0,57.7,60.7,66.0,74.6,57.1,12.4
466,Túlio Changas,"2,800,000","4,312,195",24,17.5,16.0,41.3,22.3,55.1,18.2,71.8
467,Riqui Puig,"5,000,000","4,292,579",21,76.0,54.3,64.5,71.7,62.9,56.1,12.4
468,Jailson Caeiro,"5,000,000","4,291,229",28,72.0,75.0,62.3,68.7,73.1,55.5,12.8
469,Daniel Heuer Fernandes,"3,599,999","4,259,681",27,26.5,13.0,30.7,21.3,48.6,17.1,72.8
470,Boško Šutalo,"4,800,000","4,223,731",20,51.0,72.3,56.5,59.7,65.9,34.9,11.4
471,Joselu,"6,500,000","4,218,904",30,71.5,23.3,61.3,59.0,60.0,72.5,10.4
472,Thomas Ouwejan,"3,699,999","4,218,274",24,72.5,68.0,69.3,70.7,72.4,55.6,10.2
473,Jonathan González,"3,499,999","4,217,842",21,72.5,71.0,66.2,65.7,73.3,55.9,10.2
474,Teófilo Gutiérrez,"4,099,999","4,195,633",35,79.0,22.3,69.3,71.3,67.6,71.1,11.4
475,Anthony Caci,"5,499,999","4,189,117",23,67.5,71.7,66.8,70.7,71.6,54.1,9.4
476,Reinier,"6,000,000","4,167,468",18,75.5,43.0,61.8,60.7,72.0,65.9,10.0
477,Stefan Ortega,"5,000,000","4,166,476",27,29.5,18.7,40.5,36.3,53.0,21.1,73.2
478,Alex McCarthy,"6,500,000","4,165,625",30,17.0,12.7,42.5,26.3,51.1,22.6,74.4
479,Jean-Christophe Bahebeck,"2,099,999","4,155,878",27,71.5,28.3,60.7,62.0,70.7,69.8,11.8
480,Dayro Moreno,"4,199,999","4,154,296",34,74.0,35.3,66.7,69.0,66.7,76.0,11.8
481,Ki Sung Yueng,"6,000,000","4,141,677",31,76.5,67.0,68.0,77.0,62.9,72.1,9.8
482,Habib Maïga,"6,999,999","4,131,095",24,69.0,71.0,70.0,66.0,71.3,54.8,10.2
483,Martin Škrtel,"4,699,999","4,121,229",35,51.5,77.7,60.3,55.7,59.9,42.6,8.8
484,Thomas Murg,"4,900,000","4,115,084",25,73.5,40.7,59.0,66.0,81.0,64.0,11.6
485,Luca Garritano,"2,200,000","4,111,071",26,74.0,51.7,63.0,69.3,79.7,67.9,11.6
486,Kim Min Jae,"6,999,999","4,110,689",23,59.5,72.0,63.5,59.3,71.7,34.1,11.2
487,Carel Eiting,"3,200,000","4,109,157",22,71.0,64.0,66.8,76.3,57.7,55.8,8.8
488,Romain Amalfitano,"5,499,999","4,102,755",31,72.5,70.7,73.7,69.3,61.9,53.1,10.2
489,Masaya Okugawa,"5,499,999","4,073,424",24,77.0,27.0,53.5,66.0,72.3,60.8,10.8
490,Patrick Burner,"3,599,999","4,056,509",24,71.0,72.7,63.5,69.3,74.0,56.0,11.8
491,Ramón Ábila,"8,999,999","4,055,391",30,71.5,25.3,62.3,55.7,71.7,67.8,14.8
492,Iván López,"2,599,999","4,051,812",27,71.5,72.3,67.3,70.7,67.3,56.4,11.2
493,Abdoulaye Touré,"7,499,999","4,051,353",26,68.5,75.7,64.0,63.0,52.6,56.5,9.6
494,Pozo,"5,499,999","4,040,893",24,76.5,61.3,61.8,73.0,68.9,66.2,7.6
495,José Cevallos,"2,300,000","4,036,414",25,70.0,30.7,65.0,67.3,68.1,67.8,5.2
496,Moussa Marega,"18,499,999","4,035,169",29,65.0,37.7,69.7,60.7,78.7,69.6,11.2
497,Luke Ayling,"5,000,000","4,012,569",29,67.0,74.0,68.2,66.3,73.0,47.9,9.6
498,Charly Musonda,"5,499,999","4,005,011",23,79.0,22.0,52.7,70.3,65.4,58.4,7.2
499,Pontus Wernbloom,"3,200,000","4,002,079",34,70.0,75.7,75.5,67.7,56.4,63.5,11.6
500,Patrick Bamford,"3,999,999","3,995,364",27,71.0,24.0,63.8,62.0,69.7,66.4,9.8
501,Nabil Ghilas,"1,799,999","3,986,273",30,71.0,26.3,63.8,58.0,62.9,68.4,9.6
502,Mama Baldé,"7,499,999","3,984,799",24,72.5,63.0,71.3,65.3,78.9,64.5,10.0
503,Luther Singh,"5,499,999","3,974,211",23,74.0,28.0,55.7,59.0,72.0,65.6,7.8
504,Estevão Candeira,"6,000,000","3,970,316",24,68.5,70.3,68.8,72.0,72.4,59.9,11.6
505,Lucas Gamba,"4,500,000","3,963,832",33,75.5,24.3,58.2,67.0,81.4,67.4,9.6
506,Douglas Armeira,"3,599,999","3,942,479",28,68.0,74.3,66.5,63.7,73.1,56.9,9.6
507,Aaron Hunt,"5,000,000","3,941,127",34,75.5,37.0,68.8,73.3,62.0,74.1,13.0
508,Dan Gosling,"5,499,999","3,937,608",30,69.5,69.3,73.2,72.7,63.0,65.0,11.2
509,Jonas Martin,"5,499,999","3,935,792",30,74.5,68.7,69.7,74.0,63.3,68.1,11.2
510,Lekue,"4,099,999","3,923,480",27,73.5,68.7,69.7,69.0,75.3,59.5,13.2
511,Adama Traoré,"4,099,999","3,916,916",25,75.0,62.3,70.7,67.0,66.3,56.4,10.0
512,Pablo Hernández,"3,899,999","3,900,998",35,78.0,44.0,67.8,74.0,70.0,71.5,10.8
513,Lee Jae Sung,"6,500,000","3,889,364",28,75.0,46.7,69.2,72.0,69.3,55.6,10.0
514,José Mauri,"3,299,999","3,884,801",24,74.0,64.3,68.0,71.7,69.6,57.9,9.6
